"Dates"	"Value"	"Modif"
2005-06-25	82.4358700497631	"SI"
2005-06-26	77.5739247967297	"SI"
2005-06-27	78	"NO"
2005-06-28	81	"NO"
2005-06-29	82	"NO"
2005-06-30	78.9370315091084	"SI"
2005-07-01	88	"NO"
2005-07-02	80	"NO"
2005-07-03	84	"NO"
2005-07-04	80	"NO"
2005-07-05	82	"NO"
2005-07-06	82	"NO"
2005-07-07	81	"NO"
2005-07-08	84	"NO"
2005-07-09	83	"NO"
2005-07-10	82	"NO"
2005-07-11	77	"NO"
2005-07-12	87	"NO"
2005-07-13	85	"NO"
2005-07-14	81	"NO"
2005-07-15	76	"NO"
2005-07-16	78	"NO"
2005-07-17	86	"NO"
2005-07-18	86	"NO"
2005-07-19	84	"NO"
2005-07-20	83	"NO"
2005-07-21	84	"NO"
2005-07-22	82	"NO"
2005-07-23	84	"NO"
2005-07-24	81	"NO"
2005-07-25	85	"NO"
2005-07-26	80	"NO"
2005-07-27	78	"NO"
2005-07-28	82	"NO"
2005-07-29	83	"NO"
2005-07-30	87	"NO"
2005-07-31	84	"NO"
2005-08-01	85	"NO"
2005-08-02	79	"NO"
2005-08-03	83	"NO"
2005-08-04	82	"NO"
2005-08-05	94	"NO"
2005-08-06	82	"NO"
2005-08-07	79	"NO"
2005-08-08	79	"NO"
2005-08-09	77	"NO"
2005-08-10	79	"NO"
2005-08-11	86	"NO"
2005-08-12	77	"NO"
2005-08-13	91	"NO"
2005-08-14	82	"NO"
2005-08-15	84	"NO"
2005-08-16	87	"NO"
2005-08-17	91	"NO"
2005-08-18	79	"NO"
2005-08-19	79.270163637928	"SI"
2005-08-20	78	"NO"
2005-08-21	85	"NO"
2005-08-22	83	"NO"
2005-08-23	76	"NO"
2005-08-24	88	"NO"
2005-08-25	68	"NO"
2005-08-26	83	"NO"
2005-08-27	80.8686115770302	"SI"
2005-08-28	78.108069361615	"SI"
2005-08-29	82	"NO"
2005-08-30	82	"NO"
2005-08-31	78	"NO"
2005-09-01	79	"NO"
2005-09-02	84	"NO"
2005-09-03	77	"NO"
2005-09-04	80	"NO"
2005-09-05	86	"NO"
2005-09-06	85.5228751182866	"SI"
2005-09-07	80	"NO"
2005-09-08	79	"NO"
2005-09-09	82.6052119318058	"SI"
2005-09-10	80	"NO"
2005-09-11	82	"NO"
2005-09-12	81	"NO"
2005-09-13	85	"NO"
2005-09-14	84	"NO"
2005-09-15	80	"NO"
2005-09-16	83	"NO"
2005-09-17	78	"NO"
2005-09-18	80	"NO"
2005-09-19	90	"NO"
2005-09-20	82	"NO"
2005-09-21	93	"NO"
2005-09-22	76	"NO"
2005-09-23	83	"NO"
2005-09-24	77	"NO"
2005-09-25	81	"NO"
2005-09-26	84	"NO"
2005-09-27	80	"NO"
2005-09-28	85	"NO"
2005-09-29	80	"NO"
2005-09-30	79	"NO"
2005-10-01	82	"NO"
2005-10-02	76	"NO"
2005-10-03	81	"NO"
2005-10-04	80	"NO"
2005-10-05	80	"NO"
2005-10-06	86	"NO"
2005-10-07	87	"NO"
2005-10-08	82	"NO"
2005-10-09	85	"NO"
2005-10-10	79	"NO"
2005-10-11	71	"NO"
2005-10-12	79	"NO"
2005-10-13	78	"NO"
2005-10-14	83	"NO"
2005-10-15	73	"NO"
2005-10-16	82	"NO"
2005-10-17	82	"NO"
2005-10-18	80	"NO"
2005-10-19	79	"NO"
2005-10-20	83.933283877009	"SI"
2005-10-21	79	"NO"
2005-10-22	84	"NO"
2005-10-23	79	"NO"
2005-10-24	88	"NO"
2005-10-25	82	"NO"
2005-10-26	82	"NO"
2005-10-27	81	"NO"
2005-10-28	79	"NO"
2005-10-29	87	"NO"
2005-10-30	85	"NO"
2005-10-31	84	"NO"
2005-11-01	84	"NO"
2005-11-02	91	"NO"
2005-11-03	90	"NO"
2005-11-04	87	"NO"
2005-11-05	78.9565973186562	"SI"
2005-11-06	80	"NO"
2005-11-07	82	"NO"
2005-11-08	80	"NO"
2005-11-09	84	"NO"
2005-11-10	90	"NO"
2005-11-11	96	"NO"
2005-11-12	88	"NO"
2005-11-13	83	"NO"
2005-11-14	89	"NO"
2005-11-15	89	"NO"
2005-11-16	84	"NO"
2005-11-17	91	"NO"
2005-11-18	81	"NO"
2005-11-19	84	"NO"
2005-11-20	79	"NO"
2005-11-21	80	"NO"
2005-11-22	83	"NO"
2005-11-23	85	"NO"
2005-11-24	83	"NO"
2005-11-25	81	"NO"
2005-11-26	86	"NO"
2005-11-27	82.9601944507576	"SI"
2005-11-28	80.4877181938113	"SI"
2005-11-29	81.2755780251452	"SI"
2005-11-30	77	"NO"
2005-12-01	79	"NO"
2005-12-02	78	"NO"
2005-12-03	81	"NO"
2005-12-04	78.712579830171	"SI"
2005-12-05	87	"NO"
2005-12-06	79.639301331445	"SI"
2005-12-07	81	"NO"
2005-12-08	82	"NO"
2005-12-09	78.5598506609498	"SI"
2005-12-10	80.1443852411063	"SI"
2005-12-11	77.823309395069	"SI"
2005-12-12	93	"NO"
2005-12-13	86	"NO"
2005-12-14	82	"NO"
2005-12-15	80	"NO"
2005-12-16	80	"NO"
2005-12-17	80	"NO"
2005-12-18	83	"NO"
2005-12-19	86	"NO"
2005-12-20	81.3997333748404	"SI"
2005-12-21	83	"NO"
2005-12-22	85	"NO"
2005-12-23	88	"NO"
2005-12-24	81	"NO"
2005-12-25	84	"NO"
2005-12-26	82	"NO"
2005-12-27	81	"NO"
2005-12-28	82	"NO"
2005-12-29	83	"NO"
2005-12-30	80	"NO"
2005-12-31	81.3250307433741	"SI"
2006-01-01	78.2645860518024	"SI"
2006-01-02	82	"NO"
2006-01-03	84	"NO"
2006-01-04	86	"NO"
2006-01-05	82	"NO"
2006-01-06	87	"NO"
2006-01-07	83	"NO"
2006-01-08	78	"NO"
2006-01-09	75	"NO"
2006-01-10	75	"NO"
2006-01-11	76	"NO"
2006-01-12	77	"NO"
2006-01-13	78.7871189780471	"SI"
2006-01-14	86	"NO"
2006-01-15	79.5053634151487	"SI"
2006-01-16	84	"NO"
2006-01-17	78	"NO"
2006-01-18	77	"NO"
2006-01-19	72	"NO"
2006-01-20	77.8485218870194	"SI"
2006-01-21	75	"NO"
2006-01-22	78	"NO"
2006-01-23	79	"NO"
2006-01-24	78	"NO"
2006-01-25	79.8286149003981	"SI"
2006-01-26	76.4976301939349	"SI"
2006-01-27	82.3422057737982	"SI"
2006-01-28	80	"NO"
2006-01-29	76	"NO"
2006-01-30	73	"NO"
2006-01-31	77	"NO"
2006-02-01	79	"NO"
2006-02-02	80	"NO"
2006-02-03	78	"NO"
2006-02-04	82.3184189309357	"SI"
2006-02-05	87	"NO"
2006-02-06	83	"NO"
2006-02-07	77	"NO"
2006-02-08	81	"NO"
2006-02-09	79.7642953084357	"SI"
2006-02-10	77	"NO"
2006-02-11	77	"NO"
2006-02-12	78	"NO"
2006-02-13	76	"NO"
2006-02-14	78.2096729246526	"SI"
2006-02-15	73	"NO"
2006-02-16	73.9429434452657	"SI"
2006-02-17	73	"NO"
2006-02-18	74	"NO"
2006-02-19	72	"NO"
2006-02-20	70	"NO"
2006-02-21	70	"NO"
2006-02-22	72	"NO"
2006-02-23	74	"NO"
2006-02-24	70	"NO"
2006-02-25	74	"NO"
2006-02-26	72	"NO"
2006-02-27	76	"NO"
2006-02-28	73	"NO"
2006-03-01	68	"NO"
2006-03-02	70	"NO"
2006-03-03	73	"NO"
2006-03-04	78.6893551421029	"SI"
2006-03-05	76.6959222479392	"SI"
2006-03-06	73	"NO"
2006-03-07	85	"NO"
2006-03-08	80.4496434585287	"SI"
2006-03-09	76	"NO"
2006-03-10	75	"NO"
2006-03-11	75	"NO"
2006-03-12	71	"NO"
2006-03-13	71	"NO"
2006-03-14	72	"NO"
2006-03-15	69	"NO"
2006-03-16	76.7408376140773	"SI"
2006-03-17	72	"NO"
2006-03-18	73	"NO"
2006-03-19	73	"NO"
2006-03-20	71	"NO"
2006-03-21	82	"NO"
2006-03-22	74	"NO"
2006-03-23	82	"NO"
2006-03-24	80.6151657779503	"SI"
2006-03-25	79	"NO"
2006-03-26	78	"NO"
2006-03-27	83	"NO"
2006-03-28	78.1168185665989	"SI"
2006-03-29	74	"NO"
2006-03-30	77.2306470154771	"SI"
2006-03-31	79.393744662231	"SI"
2006-04-01	80.291470459461	"SI"
2006-04-02	76	"NO"
2006-04-03	79.7350136854288	"SI"
2006-04-04	78.5475611070301	"SI"
2006-04-05	85.2068130411256	"SI"
2006-04-06	73	"NO"
2006-04-07	73	"NO"
2006-04-08	92	"NO"
2006-04-09	83.6784238863658	"SI"
2006-04-10	78	"NO"
2006-04-11	76	"NO"
2006-04-12	78	"NO"
2006-04-13	81	"NO"
2006-04-14	84	"NO"
2006-04-15	73	"NO"
2006-04-16	73	"NO"
2006-04-17	77	"NO"
2006-04-18	79	"NO"
2006-04-19	76.7219805773775	"SI"
2006-04-20	75.9440195103954	"SI"
2006-04-21	74.0185167020479	"SI"
2006-04-22	76.5889911244802	"SI"
2006-04-23	78	"NO"
2006-04-24	81.8899572161294	"SI"
2006-04-25	81.3121509794971	"SI"
2006-04-26	78	"NO"
2006-04-27	81	"NO"
2006-04-28	77.8652562567799	"SI"
2006-04-29	75	"NO"
2006-04-30	84.037653529209	"SI"
2006-05-01	76	"NO"
2006-05-02	79.3164771993733	"SI"
2006-05-03	81.2995904353743	"SI"
2006-05-04	81.4331833638794	"SI"
2006-05-05	87	"NO"
2006-05-06	87	"NO"
2006-05-07	83.3259725214862	"SI"
2006-05-08	89	"NO"
2006-05-09	87	"NO"
2006-05-10	92	"NO"
2006-05-11	85	"NO"
2006-05-12	89	"NO"
2006-05-13	86	"NO"
2006-05-14	79	"NO"
2006-05-15	79.0865566508471	"SI"
2006-05-16	79.4354027979546	"SI"
2006-05-17	81	"NO"
2006-05-18	83	"NO"
2006-05-19	85	"NO"
2006-05-20	83	"NO"
2006-05-21	79.6596957066374	"SI"
2006-05-22	81.4152508256249	"SI"
2006-05-23	79.7736378190674	"SI"
2006-05-24	80.1984460094365	"SI"
2006-05-25	82	"NO"
2006-05-26	79.5258646274604	"SI"
2006-05-27	78.9860225714119	"SI"
2006-05-28	80.5517381467806	"SI"
2006-05-29	82.8544708613463	"SI"
2006-05-30	76.7985374615089	"SI"
2006-05-31	83.7768840476776	"SI"
2006-06-01	86	"NO"
2006-06-02	85	"NO"
2006-06-03	80	"NO"
2006-06-04	94	"NO"
2006-06-05	82.6546118222994	"SI"
2006-06-06	86	"NO"
2006-06-07	83.9160455427149	"SI"
2006-06-08	79	"NO"
2006-06-09	81.5025819805195	"SI"
2006-06-10	83.2251113460606	"SI"
2006-06-11	82	"NO"
2006-06-12	80.3375053296679	"SI"
2006-06-13	78.6339848333631	"SI"
2006-06-14	83.8844084672578	"SI"
2006-06-15	86	"NO"
2006-06-16	84	"NO"
2006-06-17	78.8543355077798	"SI"
2006-06-18	80.4467800873107	"SI"
2006-06-19	81.2358573263484	"SI"
2006-06-20	80.7028303850142	"SI"
2006-06-21	86.0171436014004	"SI"
2006-06-22	82.2865567495059	"SI"
2006-06-23	94	"NO"
2006-06-24	81.6083215134152	"SI"
2006-06-25	81.3047238201792	"SI"
2006-06-26	78.4009253564902	"SI"
2006-06-27	77.6919005034346	"SI"
2006-06-28	84.181719840093	"SI"
2006-06-29	75.4900665838814	"SI"
2006-06-30	74.1539551316739	"SI"
2006-07-01	84.1074981239145	"SI"
2006-07-02	74.042895490947	"SI"
2006-07-03	74.7260059762609	"SI"
2006-07-04	79.1289779924657	"SI"
2006-07-05	84.7092806397759	"SI"
2006-07-06	74.5209268851543	"SI"
2006-07-07	76.1497160237172	"SI"
2006-07-08	81.723811745072	"SI"
2006-07-09	81.2005009430168	"SI"
2006-07-10	74.5732000291138	"SI"
2006-07-11	80.2548690870434	"SI"
2006-07-12	78.8474882701198	"SI"
2006-07-13	84	"NO"
2006-07-14	82	"NO"
2006-07-15	79	"NO"
2006-07-16	82	"NO"
2006-07-17	79	"NO"
2006-07-18	85	"NO"
2006-07-19	83.294373016947	"SI"
2006-07-20	82.1278062330086	"SI"
2006-07-21	78.6338120606583	"SI"
2006-07-22	84.2716776827582	"SI"
2006-07-23	80.1992022923269	"SI"
2006-07-24	75	"NO"
2006-07-25	81.7165667785208	"SI"
2006-07-26	83	"NO"
2006-07-27	81	"NO"
2006-07-28	80	"NO"
2006-07-29	76.2433881057502	"SI"
2006-07-30	78	"NO"
2006-07-31	81.7087115112701	"SI"
2006-08-01	79.320480949064	"SI"
2006-08-02	79	"NO"
2006-08-03	78.1661998551631	"SI"
2006-08-04	79	"NO"
2006-08-05	79.0640857667203	"SI"
2006-08-06	74.0492988331113	"SI"
2006-08-07	84.7439458949914	"SI"
2006-08-08	78.0735718106578	"SI"
2006-08-09	81	"NO"
2006-08-10	75.454478120728	"SI"
2006-08-11	84	"NO"
2006-08-12	75	"NO"
2006-08-13	73.568465702381	"SI"
2006-08-14	75.3833020833333	"SI"
2006-08-15	79.7766458514988	"SI"
2006-08-16	82	"NO"
2006-08-17	86	"NO"
2006-08-18	83	"NO"
2006-08-19	80	"NO"
2006-08-20	77	"NO"
2006-08-21	77.8079480713845	"SI"
2006-08-22	79	"NO"
2006-08-23	81	"NO"
2006-08-24	81.9582180557862	"SI"
2006-08-25	88	"NO"
2006-08-26	82.1999627094441	"SI"
2006-08-27	85.0487316478646	"SI"
2006-08-28	77.6764437538727	"SI"
2006-08-29	78	"NO"
2006-08-30	82	"NO"
2006-08-31	78.4893643520699	"SI"
2006-09-01	84	"NO"
2006-09-02	82	"NO"
2006-09-03	88	"NO"
2006-09-04	84.91128304889	"SI"
2006-09-05	80	"NO"
2006-09-06	84	"NO"
2006-09-07	84	"NO"
2006-09-08	83	"NO"
2006-09-09	93	"NO"
2006-09-10	92	"NO"
2006-09-11	82	"NO"
2006-09-12	83	"NO"
2006-09-13	81	"NO"
2006-09-14	86	"NO"
2006-09-15	84	"NO"
2006-09-16	80.9911973442331	"SI"
2006-09-17	82.1634587524895	"SI"
2006-09-18	82	"NO"
2006-09-19	81	"NO"
2006-09-20	78	"NO"
2006-09-21	78	"NO"
2006-09-22	82	"NO"
2006-09-23	82	"NO"
2006-09-24	83	"NO"
2006-09-25	82	"NO"
2006-09-26	77	"NO"
2006-09-27	80	"NO"
2006-09-28	80	"NO"
2006-09-29	83	"NO"
2006-09-30	91	"NO"
2006-10-01	79	"NO"
2006-10-02	79	"NO"
2006-10-03	88	"NO"
2006-10-04	81	"NO"
2006-10-05	80.859055791432	"SI"
2006-10-06	78.9865419665843	"SI"
2006-10-07	76.9999898216505	"SI"
2006-10-08	84	"NO"
2006-10-09	82	"NO"
2006-10-10	89	"NO"
2006-10-11	87	"NO"
2006-10-12	78	"NO"
2006-10-13	81	"NO"
2006-10-14	78	"NO"
2006-10-15	81	"NO"
2006-10-16	84	"NO"
2006-10-17	82	"NO"
2006-10-18	75	"NO"
2006-10-19	74	"NO"
2006-10-20	75	"NO"
2006-10-21	77	"NO"
2006-10-22	79	"NO"
2006-10-23	91	"NO"
2006-10-24	83	"NO"
2006-10-25	81	"NO"
2006-10-26	86.3515585591449	"SI"
2006-10-27	81	"NO"
2006-10-28	85	"NO"
2006-10-29	84	"NO"
2006-10-30	80	"NO"
2006-10-31	93	"NO"
2006-11-01	81	"NO"
2006-11-02	78	"NO"
2006-11-03	81	"NO"
2006-11-04	80	"NO"
2006-11-05	80	"NO"
2006-11-06	82	"NO"
2006-11-07	79	"NO"
2006-11-08	79	"NO"
2006-11-09	77	"NO"
2006-11-10	81	"NO"
2006-11-11	77.7451546579211	"SI"
2006-11-12	89	"NO"
2006-11-13	84	"NO"
2006-11-14	87	"NO"
2006-11-15	79	"NO"
2006-11-16	84	"NO"
2006-11-17	80	"NO"
2006-11-18	85	"NO"
2006-11-19	82	"NO"
2006-11-20	88	"NO"
2006-11-21	89	"NO"
2006-11-22	81	"NO"
2006-11-23	84	"NO"
2006-11-24	85	"NO"
2006-11-25	90	"NO"
2006-11-26	87	"NO"
2006-11-27	85	"NO"
2006-11-28	91	"NO"
2006-11-29	83.8326354548453	"SI"
2006-11-30	80.9352715714242	"SI"
2006-12-01	80.8525314550548	"SI"
2006-12-02	79	"NO"
2006-12-03	81	"NO"
2006-12-04	78	"NO"
2006-12-05	82	"NO"
2006-12-06	79	"NO"
2006-12-07	79	"NO"
2006-12-08	77	"NO"
2006-12-09	83	"NO"
2006-12-10	79	"NO"
2006-12-11	87	"NO"
2006-12-12	79.0263989822879	"SI"
2006-12-13	80	"NO"
2006-12-14	85	"NO"
2006-12-15	78	"NO"
2006-12-16	78	"NO"
2006-12-17	80	"NO"
2006-12-18	78	"NO"
2006-12-19	78	"NO"
2006-12-20	87	"NO"
2006-12-21	79.8741502265262	"SI"
2006-12-22	81	"NO"
2006-12-23	81	"NO"
2006-12-24	85	"NO"
2006-12-25	81	"NO"
2006-12-26	83	"NO"
2006-12-27	82.4740184578068	"SI"
2006-12-28	82	"NO"
2006-12-29	79.2195714833735	"SI"
2006-12-30	74	"NO"
2006-12-31	77	"NO"
2007-01-01	80	"NO"
2007-01-02	73.9863663025633	"SI"
2007-01-03	73	"NO"
2007-01-04	73	"NO"
2007-01-05	75	"NO"
2007-01-06	78	"NO"
2007-01-07	76	"NO"
2007-01-08	75	"NO"
2007-01-09	75	"NO"
2007-01-10	74	"NO"
2007-01-11	74	"NO"
2007-01-12	71	"NO"
2007-01-13	73	"NO"
2007-01-14	74	"NO"
2007-01-15	69	"NO"
2007-01-16	76	"NO"
2007-01-17	77	"NO"
2007-01-18	74.2924749660745	"SI"
2007-01-19	71	"NO"
2007-01-20	75	"NO"
2007-01-21	77	"NO"
2007-01-22	76	"NO"
2007-01-23	78	"NO"
2007-01-24	75	"NO"
2007-01-25	75	"NO"
2007-01-26	77	"NO"
2007-01-27	75	"NO"
2007-01-28	76	"NO"
2007-01-29	75	"NO"
2007-01-30	74	"NO"
2007-01-31	77	"NO"
2007-02-01	77	"NO"
2007-02-02	75	"NO"
2007-02-03	72	"NO"
2007-02-04	75	"NO"
2007-02-05	74	"NO"
2007-02-06	74	"NO"
2007-02-07	72	"NO"
2007-02-08	75	"NO"
2007-02-09	70	"NO"
2007-02-10	79	"NO"
2007-02-11	75	"NO"
2007-02-12	75	"NO"
2007-02-13	74	"NO"
2007-02-14	72	"NO"
2007-02-15	75	"NO"
2007-02-16	76	"NO"
2007-02-17	78	"NO"
2007-02-18	77	"NO"
2007-02-19	77	"NO"
2007-02-20	85	"NO"
2007-02-21	80	"NO"
2007-02-22	82	"NO"
2007-02-23	80	"NO"
2007-02-24	83	"NO"
2007-02-25	93	"NO"
2007-02-26	82	"NO"
2007-02-27	80	"NO"
2007-02-28	81	"NO"
2007-03-01	71	"NO"
2007-03-02	76	"NO"
2007-03-03	73	"NO"
2007-03-04	74	"NO"
2007-03-05	73	"NO"
2007-03-06	72	"NO"
2007-03-07	77	"NO"
2007-03-08	79	"NO"
2007-03-09	83	"NO"
2007-03-10	81	"NO"
2007-03-11	78	"NO"
2007-03-12	78	"NO"
2007-03-13	73	"NO"
2007-03-14	73	"NO"
2007-03-15	73	"NO"
2007-03-16	76	"NO"
2007-03-17	74	"NO"
2007-03-18	77	"NO"
2007-03-19	75	"NO"
2007-03-20	74	"NO"
2007-03-21	73	"NO"
2007-03-22	76	"NO"
2007-03-23	72	"NO"
2007-03-24	73	"NO"
2007-03-25	79	"NO"
2007-03-26	74	"NO"
2007-03-27	76	"NO"
2007-03-28	75	"NO"
2007-03-29	72	"NO"
2007-03-30	80	"NO"
2007-03-31	81	"NO"
2007-04-01	75	"NO"
2007-04-02	82	"NO"
2007-04-03	86	"NO"
2007-04-04	79	"NO"
2007-04-05	78	"NO"
2007-04-06	73	"NO"
2007-04-07	84	"NO"
2007-04-08	86	"NO"
2007-04-09	83	"NO"
2007-04-10	81	"NO"
2007-04-11	78	"NO"
2007-04-12	78	"NO"
2007-04-13	78	"NO"
2007-04-14	78.8629468036279	"SI"
2007-04-15	78	"NO"
2007-04-16	76	"NO"
2007-04-17	78	"NO"
2007-04-18	77	"NO"
2007-04-19	77	"NO"
2007-04-20	85	"NO"
2007-04-21	80	"NO"
2007-04-22	82	"NO"
2007-04-23	77	"NO"
2007-04-24	83	"NO"
2007-04-25	93	"NO"
2007-04-26	82	"NO"
2007-04-27	80	"NO"
2007-04-28	81	"NO"
2007-04-29	83.2100205245968	"SI"
2007-04-30	80	"NO"
2007-05-01	84.0256540863412	"SI"
2007-05-02	85	"NO"
2007-05-03	80	"NO"
2007-05-04	84	"NO"
2007-05-05	81	"NO"
2007-05-06	81.069761195907	"SI"
2007-05-07	84	"NO"
2007-05-08	84	"NO"
2007-05-09	83	"NO"
2007-05-10	86.8627361054218	"SI"
2007-05-11	85	"NO"
2007-05-12	85.3602114795827	"SI"
2007-05-13	85	"NO"
2007-05-14	76	"NO"
2007-05-15	79.4640689196238	"SI"
2007-05-16	82.0073172027527	"SI"
2007-05-17	83	"NO"
2007-05-18	83	"NO"
2007-05-19	79	"NO"
2007-05-20	86	"NO"
2007-05-21	87	"NO"
2007-05-22	85	"NO"
2007-05-23	87	"NO"
2007-05-24	86	"NO"
2007-05-25	86	"NO"
2007-05-26	87	"NO"
2007-05-27	85	"NO"
2007-05-28	88	"NO"
2007-05-29	85	"NO"
2007-05-30	84	"NO"
2007-05-31	85	"NO"
2007-06-01	84	"NO"
2007-06-02	85	"NO"
2007-06-03	90	"NO"
2007-06-04	78	"NO"
2007-06-05	80	"NO"
2007-06-06	79	"NO"
2007-06-07	86	"NO"
2007-06-08	85	"NO"
2007-06-09	89	"NO"
2007-06-10	81	"NO"
2007-06-11	87	"NO"
2007-06-12	83	"NO"
2007-06-13	81	"NO"
2007-06-14	84	"NO"
2007-06-15	85	"NO"
2007-06-16	82	"NO"
2007-06-17	80	"NO"
2007-06-18	79	"NO"
2007-06-19	83	"NO"
2007-06-20	81	"NO"
2007-06-21	78	"NO"
2007-06-22	80	"NO"
2007-06-23	81	"NO"
2007-06-24	85	"NO"
2007-06-25	80	"NO"
2007-06-26	84	"NO"
2007-06-27	82	"NO"
2007-06-28	80	"NO"
2007-06-29	85	"NO"
2007-06-30	84	"NO"
2007-07-01	79.8351541703055	"SI"
