"Dates"	"Value"	"Modif"
2005-08-22	32.3854338672681	"SI"
2005-08-23	31.0091056002596	"SI"
2005-08-24	33.6617020307405	"SI"
2005-08-25	34.2941018411914	"SI"
2005-08-26	34.6031221211585	"SI"
2005-08-27	32.5598169044402	"SI"
2005-08-28	33.800535793371	"SI"
2005-08-29	33.6313941695777	"SI"
2005-08-30	33.2305818741032	"SI"
2005-08-31	34.0534085164571	"SI"
2005-09-01	34.3	"NO"
2005-09-02	29.8	"NO"
2005-09-03	32.6	"NO"
2005-09-04	33.2	"NO"
2005-09-05	32.8	"NO"
2005-09-06	31.1	"NO"
2005-09-07	34.2	"NO"
2005-09-08	34.4	"NO"
2005-09-09	31.4	"NO"
2005-09-10	35	"NO"
2005-09-11	35.2	"NO"
2005-09-12	32.6	"NO"
2005-09-13	33	"NO"
2005-09-14	34.2	"NO"
2005-09-15	33.8	"NO"
2005-09-16	32.4	"NO"
2005-09-17	33.8	"NO"
2005-09-18	33.8	"NO"
2005-09-19	30	"NO"
2005-09-20	32.6	"NO"
2005-09-21	28.6	"NO"
2005-09-22	33.6	"NO"
2005-09-23	32.2	"NO"
2005-09-24	32.6	"NO"
2005-09-25	32.9	"NO"
2005-09-26	33	"NO"
2005-09-27	32.5	"NO"
2005-09-28	30.4	"NO"
2005-09-29	32.8	"NO"
2005-09-30	33.2	"NO"
2005-10-01	33	"NO"
2005-10-02	32.6	"NO"
2005-10-03	33.4	"NO"
2005-10-04	33	"NO"
2005-10-05	33.5	"NO"
2005-10-06	33.6	"NO"
2005-10-07	30.4	"NO"
2005-10-08	32.8	"NO"
2005-10-09	32.8	"NO"
2005-10-10	32.7	"NO"
2005-10-11	33.4	"NO"
2005-10-12	30.6	"NO"
2005-10-13	33.1	"NO"
2005-10-14	32	"NO"
2005-10-15	32.4	"NO"
2005-10-16	33.9	"NO"
2005-10-17	34.8	"NO"
2005-10-18	32.8	"NO"
2005-10-19	34.8	"NO"
2005-10-20	30.6	"NO"
2005-10-21	33.8	"NO"
2005-10-22	32.2	"NO"
2005-10-23	33.4	"NO"
2005-10-24	30.2	"NO"
2005-10-25	30.6	"NO"
2005-10-26	31.2	"NO"
2005-10-27	32.4	"NO"
2005-10-28	33	"NO"
2005-10-29	33	"NO"
2005-10-30	31.8	"NO"
2005-10-31	32	"NO"
2005-11-01	31	"NO"
2005-11-02	30	"NO"
2005-11-03	32.4	"NO"
2005-11-04	32.6	"NO"
2005-11-05	32.8	"NO"
2005-11-06	33.6	"NO"
2005-11-07	33	"NO"
2005-11-08	31.9	"NO"
2005-11-09	30.6	"NO"
2005-11-10	31.6	"NO"
2005-11-11	26	"NO"
2005-11-12	32	"NO"
2005-11-13	31.6	"NO"
2005-11-14	31.6	"NO"
2005-11-15	31.3	"NO"
2005-11-16	31.4	"NO"
2005-11-17	31.9	"NO"
2005-11-18	30.6	"NO"
2005-11-19	31.2	"NO"
2005-11-20	32.6	"NO"
2005-11-21	32.2	"NO"
2005-11-22	30	"NO"
2005-11-23	30.6	"NO"
2005-11-24	31	"NO"
2005-11-25	31.8	"NO"
2005-11-26	32.6	"NO"
2005-11-27	32.9	"NO"
2005-11-28	33.2	"NO"
2005-11-29	33	"NO"
2005-11-30	33	"NO"
2005-12-01	32.4	"NO"
2005-12-02	32.6	"NO"
2005-12-03	33	"NO"
2005-12-04	32.5	"NO"
2005-12-05	32	"NO"
2005-12-06	32.6	"NO"
2005-12-07	33.2	"NO"
2005-12-08	33.2	"NO"
2005-12-09	32.7	"NO"
2005-12-10	33	"NO"
2005-12-11	33.2	"NO"
2005-12-12	30.4	"NO"
2005-12-13	31.8	"NO"
2005-12-14	32	"NO"
2005-12-15	31.9	"NO"
2005-12-16	32.4	"NO"
2005-12-17	32.8	"NO"
2005-12-18	32.4	"NO"
2005-12-19	32.6	"NO"
2005-12-20	31.9	"NO"
2005-12-21	31.3	"NO"
2005-12-22	31.2	"NO"
2005-12-23	31.3	"NO"
2005-12-24	31.2	"NO"
2005-12-25	31	"NO"
2005-12-26	31.8	"NO"
2005-12-27	31.8	"NO"
2005-12-28	33	"NO"
2005-12-29	31.6	"NO"
2005-12-30	32.2	"NO"
2005-12-31	32.4	"NO"
2006-01-01	33.1	"NO"
2006-01-02	32.6	"NO"
2006-01-03	32.4	"NO"
2006-01-04	31	"NO"
2006-01-05	34.580758872394	"SI"
2006-01-06	29.8	"NO"
2006-01-07	30.4	"NO"
2006-01-08	32.4	"NO"
2006-01-09	32.6	"NO"
2006-01-10	32.8	"NO"
2006-01-11	32.8	"NO"
2006-01-12	33.4	"NO"
2006-01-13	33.4	"NO"
2006-01-14	32	"NO"
2006-01-15	32.8	"NO"
2006-01-16	33.7	"NO"
2006-01-17	32.4	"NO"
2006-01-18	33.8	"NO"
2006-01-19	32.9	"NO"
2006-01-20	33.6	"NO"
2006-01-21	33.6	"NO"
2006-01-22	34	"NO"
2006-01-23	34	"NO"
2006-01-24	34	"NO"
2006-01-25	33.2	"NO"
2006-01-26	34.9	"NO"
2006-01-27	32.9	"NO"
2006-01-28	35.2	"NO"
2006-01-29	33.6	"NO"
2006-01-30	35	"NO"
2006-01-31	33.8	"NO"
2006-02-01	32	"NO"
2006-02-02	32	"NO"
2006-02-03	31.4	"NO"
2006-02-04	32	"NO"
2006-02-05	32.2	"NO"
2006-02-06	32.1	"NO"
2006-02-07	33	"NO"
2006-02-08	32.6	"NO"
2006-02-09	33.2	"NO"
2006-02-10	34	"NO"
2006-02-11	33.8	"NO"
2006-02-12	31.8	"NO"
2006-02-13	32.4	"NO"
2006-02-14	33.6	"NO"
2006-02-15	34.8	"NO"
2006-02-16	35	"NO"
2006-02-17	34.8	"NO"
2006-02-18	34.6	"NO"
2006-02-19	34.5	"NO"
2006-02-20	35	"NO"
2006-02-21	34.8	"NO"
2006-02-22	35.4	"NO"
2006-02-23	36.2	"NO"
2006-02-24	35.4	"NO"
2006-02-25	34.8	"NO"
2006-02-26	33.6	"NO"
2006-02-27	32.6	"NO"
2006-02-28	33.8	"NO"
2006-03-01	35.9835552472236	"SI"
2006-03-02	34.3	"NO"
2006-03-03	34.2	"NO"
2006-03-04	33.6	"NO"
2006-03-05	35	"NO"
2006-03-06	34	"NO"
2006-03-07	32.8	"NO"
2006-03-08	34	"NO"
2006-03-09	34.3	"NO"
2006-03-10	35.4	"NO"
2006-03-11	35.4	"NO"
2006-03-12	35.2	"NO"
2006-03-13	34.8	"NO"
2006-03-14	35.5	"NO"
2006-03-15	34.4	"NO"
2006-03-16	35	"NO"
2006-03-17	35.6	"NO"
2006-03-18	34.6	"NO"
2006-03-19	33.8	"NO"
2006-03-20	34.8	"NO"
2006-03-21	34.6	"NO"
2006-03-22	32.4	"NO"
2006-03-23	33	"NO"
2006-03-24	32.4	"NO"
2006-03-25	32.4	"NO"
2006-03-26	31.6	"NO"
2006-03-27	32.8	"NO"
2006-03-28	34.4	"NO"
2006-03-29	35.4	"NO"
2006-03-30	33.6	"NO"
2006-03-31	33.9	"NO"
2006-04-01	34	"NO"
2006-04-02	33.6	"NO"
2006-04-03	32.8	"NO"
2006-04-04	33.6	"NO"
2006-04-05	31.5146822537264	"SI"
2006-04-06	33.6	"NO"
2006-04-07	33.4	"NO"
2006-04-08	31.2	"NO"
2006-04-09	31.6	"NO"
2006-04-10	33.5	"NO"
2006-04-11	34.4	"NO"
2006-04-12	30.2	"NO"
2006-04-13	31.2	"NO"
2006-04-14	34.2765002686374	"SI"
2006-04-15	32.2	"NO"
2006-04-16	35	"NO"
2006-04-17	34.6	"NO"
2006-04-18	34.8	"NO"
2006-04-19	34	"NO"
2006-04-20	35.2	"NO"
2006-04-21	35.6	"NO"
2006-04-22	36	"NO"
2006-04-23	36	"NO"
2006-04-24	32.7255218233495	"SI"
2006-04-25	33	"NO"
2006-04-26	33.5	"NO"
2006-04-27	30.8	"NO"
2006-04-28	33.4	"NO"
2006-04-29	33.4	"NO"
2006-04-30	31	"NO"
2006-05-01	33.6	"NO"
2006-05-02	34.7	"NO"
2006-05-03	32.4	"NO"
2006-05-04	32.2	"NO"
2006-05-05	33.8	"NO"
2006-05-06	31.8	"NO"
2006-05-07	31.6	"NO"
2006-05-08	31.8	"NO"
2006-05-09	32	"NO"
2006-05-10	31.8	"NO"
2006-05-11	32.4	"NO"
2006-05-12	31.6	"NO"
2006-05-13	31.6	"NO"
2006-05-14	32.6	"NO"
2006-05-15	33.8	"NO"
2006-05-16	33.8	"NO"
2006-05-17	31.4	"NO"
2006-05-18	33.2	"NO"
2006-05-19	32.1	"NO"
2006-05-20	33.8	"NO"
2006-05-21	32.8	"NO"
2006-05-22	33.7	"NO"
2006-05-23	33.4	"NO"
2006-05-24	33.729631343676	"SI"
2006-05-25	33.2	"NO"
2006-05-26	32.8	"NO"
2006-05-27	33	"NO"
2006-05-28	33	"NO"
2006-05-29	31.8	"NO"
2006-05-30	33.4	"NO"
2006-05-31	32.4	"NO"
2006-06-01	34	"NO"
2006-06-02	31	"NO"
2006-06-03	32.3	"NO"
2006-06-04	30.5	"NO"
2006-06-05	31.2	"NO"
2006-06-06	32	"NO"
2006-06-07	31.4	"NO"
2006-06-08	29.2	"NO"
2006-06-09	32.1	"NO"
2006-06-10	31.4	"NO"
2006-06-11	30.5	"NO"
2006-06-12	33	"NO"
2006-06-13	33.4	"NO"
2006-06-14	31	"NO"
2006-06-15	32.4	"NO"
2006-06-16	30.4	"NO"
2006-06-17	33	"NO"
2006-06-18	32.7172181943642	"SI"
2006-06-19	31.2	"NO"
2006-06-20	34	"NO"
2006-06-21	30.2	"NO"
2006-06-22	33.4	"NO"
2006-06-23	31.8	"NO"
2006-06-24	32.1	"NO"
2006-06-25	33.6	"NO"
2006-06-26	32.4	"NO"
2006-06-27	33.4	"NO"
2006-06-28	31.4	"NO"
2006-06-29	35.4	"NO"
2006-06-30	35.5	"NO"
2006-07-01	32.299186636353	"SI"
2006-07-02	36	"NO"
2006-07-03	35.1	"NO"
2006-07-04	32.8	"NO"
2006-07-05	31.6	"NO"
2006-07-06	34.4	"NO"
2006-07-07	34.2	"NO"
2006-07-08	32	"NO"
2006-07-09	33.4	"NO"
2006-07-10	34.4	"NO"
2006-07-11	33.2	"NO"
2006-07-12	34.4	"NO"
2006-07-13	32.4	"NO"
2006-07-14	30.6	"NO"
2006-07-15	32.5000304592904	"SI"
2006-07-16	32.8	"NO"
2006-07-17	31	"NO"
2006-07-18	33.2	"NO"
2006-07-19	32.6	"NO"
2006-07-20	32.2	"NO"
2006-07-21	33.6	"NO"
2006-07-22	31.2	"NO"
2006-07-23	32.6	"NO"
2006-07-24	33.8	"NO"
2006-07-25	33.2	"NO"
2006-07-26	32.6	"NO"
2006-07-27	31.7	"NO"
2006-07-28	31.4	"NO"
2006-07-29	35.2	"NO"
2006-07-30	31.8	"NO"
2006-07-31	32.8	"NO"
2006-08-01	34.6	"NO"
2006-08-02	32.8	"NO"
2006-08-03	34.6	"NO"
2006-08-04	34.8	"NO"
2006-08-05	33.6	"NO"
2006-08-06	36.2	"NO"
2006-08-07	31.2	"NO"
2006-08-08	34.4	"NO"
2006-08-09	31.2	"NO"
2006-08-10	34.4	"NO"
2006-08-11	30	"NO"
2006-08-12	34.8	"NO"
2006-08-13	35	"NO"
2006-08-14	36.2	"NO"
2006-08-15	33.2	"NO"
2006-08-16	32.2	"NO"
2006-08-17	30.2	"NO"
2006-08-18	30	"NO"
2006-08-19	32.2	"NO"
2006-08-20	33.6	"NO"
2006-08-21	33.6	"NO"
2006-08-22	34.2	"NO"
2006-08-23	33.4	"NO"
2006-08-24	32.4	"NO"
2006-08-25	32	"NO"
2006-08-26	32.4	"NO"
2006-08-27	31.1	"NO"
2006-08-28	33.6	"NO"
2006-08-29	32.4	"NO"
2006-08-30	31.6	"NO"
2006-08-31	33.8	"NO"
2006-09-01	31.4	"NO"
2006-09-02	33.4	"NO"
2006-09-03	31	"NO"
2006-09-04	30.8	"NO"
2006-09-05	32.4	"NO"
2006-09-06	32.4	"NO"
2006-09-07	33.2	"NO"
2006-09-08	30.8	"NO"
2006-09-09	30.8	"NO"
2006-09-10	31.8	"NO"
2006-09-11	33.2	"NO"
2006-09-12	31.6	"NO"
2006-09-13	33.4	"NO"
2006-09-14	31	"NO"
2006-09-15	33.2	"NO"
2006-09-16	33	"NO"
2006-09-17	32.6	"NO"
2006-09-18	32.4	"NO"
2006-09-19	31.2	"NO"
2006-09-20	33.8	"NO"
2006-09-21	34.6	"NO"
2006-09-22	32.6	"NO"
2006-09-23	35	"NO"
2006-09-24	34	"NO"
2006-09-25	32.8	"NO"
2006-09-26	34.8	"NO"
2006-09-27	35	"NO"
2006-09-28	34.8	"NO"
2006-09-29	33	"NO"
2006-09-30	30	"NO"
2006-10-01	34.4	"NO"
2006-10-02	34.2	"NO"
2006-10-03	28.4	"NO"
2006-10-04	33	"NO"
2006-10-05	33.8	"NO"
2006-10-06	33.8	"NO"
2006-10-07	35	"NO"
2006-10-08	31.4	"NO"
2006-10-09	34.4	"NO"
2006-10-10	31.6	"NO"
2006-10-11	30	"NO"
2006-10-12	32.6	"NO"
2006-10-13	32.4	"NO"
2006-10-14	33.4	"NO"
2006-10-15	31.8	"NO"
2006-10-16	31.8	"NO"
2006-10-17	31.2	"NO"
2006-10-18	33.4	"NO"
2006-10-19	33.8	"NO"
2006-10-20	33.2	"NO"
2006-10-21	33	"NO"
2006-10-22	33.6	"NO"
2006-10-23	33	"NO"
2006-10-24	34.4	"NO"
2006-10-25	33.6	"NO"
2006-10-26	31.8	"NO"
2006-10-27	34	"NO"
2006-10-28	33.8	"NO"
2006-10-29	31.4	"NO"
2006-10-30	33.2	"NO"
2006-10-31	27.4	"NO"
2006-11-01	32.8	"NO"
2006-11-02	34	"NO"
2006-11-03	34	"NO"
2006-11-04	34.6	"NO"
2006-11-05	34	"NO"
2006-11-06	33.2	"NO"
2006-11-07	32.8	"NO"
2006-11-08	33	"NO"
2006-11-09	33.2	"NO"
2006-11-10	34.1	"NO"
2006-11-11	33.6	"NO"
2006-11-12	29.8	"NO"
2006-11-13	32.7	"NO"
2006-11-14	32.6	"NO"
2006-11-15	31.4	"NO"
2006-11-16	31.6	"NO"
2006-11-17	33	"NO"
2006-11-18	31.5	"NO"
2006-11-19	32.4	"NO"
2006-11-20	32.2	"NO"
2006-11-21	29.6	"NO"
2006-11-22	32.4	"NO"
2006-11-23	31.8	"NO"
2006-11-24	32.6	"NO"
2006-11-25	32	"NO"
2006-11-26	33	"NO"
2006-11-27	32.8	"NO"
2006-11-28	29.8	"NO"
2006-11-29	31.4	"NO"
2006-11-30	33.2	"NO"
2006-12-01	33	"NO"
2006-12-02	33.2	"NO"
2006-12-03	33	"NO"
2006-12-04	33.2	"NO"
2006-12-05	32.8	"NO"
2006-12-06	33.4	"NO"
2006-12-07	33.6	"NO"
2006-12-08	33.6	"NO"
2006-12-09	29.6	"NO"
2006-12-10	32.8	"NO"
2006-12-11	31.8	"NO"
2006-12-12	33.4	"NO"
2006-12-13	32.2	"NO"
2006-12-14	30.2	"NO"
2006-12-15	33.2	"NO"
2006-12-16	34.4	"NO"
2006-12-17	33.8	"NO"
2006-12-18	34.2	"NO"
2006-12-19	34.6	"NO"
2006-12-20	32.2	"NO"
2006-12-21	33.3	"NO"
2006-12-22	33	"NO"
2006-12-23	34.6	"NO"
2006-12-24	33.4	"NO"
2006-12-25	33.8	"NO"
2006-12-26	33.4	"NO"
2006-12-27	31	"NO"
2006-12-28	33.3	"NO"
2006-12-29	34	"NO"
2006-12-30	34.8	"NO"
2006-12-31	34.8	"NO"
2007-01-01	34.5	"NO"
2007-01-02	35.8	"NO"
2007-01-03	35	"NO"
2007-01-04	34.8	"NO"
2007-01-05	34	"NO"
2007-01-06	33.8	"NO"
2007-01-07	35	"NO"
2007-01-08	35	"NO"
2007-01-09	33	"NO"
2007-01-10	33.2	"NO"
2007-01-11	35.6	"NO"
2007-01-12	36	"NO"
2007-01-13	36.3	"NO"
2007-01-14	36.4	"NO"
2007-01-15	36.6	"NO"
2007-01-16	34.4	"NO"
2007-01-17	35.6	"NO"
2007-01-18	35.4	"NO"
2007-01-19	35.2	"NO"
2007-01-20	34.6	"NO"
2007-01-21	34.4	"NO"
2007-01-22	33.8	"NO"
2007-01-23	34.8	"NO"
2007-01-24	35.2	"NO"
2007-01-25	35	"NO"
2007-01-26	33	"NO"
2007-01-27	33.6	"NO"
2007-01-28	34.3	"NO"
2007-01-29	33.6	"NO"
2007-01-30	35	"NO"
2007-01-31	34.2	"NO"
2007-02-01	35.4	"NO"
2007-02-02	34.6	"NO"
2007-02-03	35.4	"NO"
2007-02-04	35.2	"NO"
2007-02-05	35.6	"NO"
2007-02-06	33.8	"NO"
2007-02-07	34.4	"NO"
2007-02-08	35	"NO"
2007-02-09	34.2	"NO"
2007-02-10	33.6	"NO"
2007-02-11	33.8	"NO"
2007-02-12	35.2	"NO"
2007-02-13	34.1	"NO"
2007-02-14	34.6	"NO"
2007-02-15	34.2	"NO"
2007-02-16	34	"NO"
2007-02-17	32.6	"NO"
2007-02-18	31.6	"NO"
2007-02-19	32.5	"NO"
2007-02-20	29	"NO"
2007-02-21	33.2	"NO"
2007-02-22	31.2	"NO"
2007-02-23	34.8	"NO"
2007-02-24	32.4	"NO"
2007-02-25	31.6	"NO"
2007-02-26	33	"NO"
2007-02-27	32.6	"NO"
2007-02-28	33.8	"NO"
2007-03-01	35.9560814716428	"SI"
2007-03-02	37.1566951294878	"SI"
2007-03-03	35.348712680973	"SI"
2007-03-04	36.2669597865032	"SI"
2007-03-05	35.7023002909766	"SI"
2007-03-06	33.0529055442268	"SI"
2007-03-07	33.6154369342874	"SI"
2007-03-08	35.195890488313	"SI"
2007-03-09	36.3583877538533	"SI"
2007-03-10	35.9785244480745	"SI"
2007-03-11	36.7905880278396	"SI"
2007-03-12	33.5345466390993	"SI"
2007-03-13	34.6833942007752	"SI"
2007-03-14	34.7464221064687	"SI"
2007-03-15	33.9058962055158	"SI"
2007-03-16	34.2998515654822	"SI"
2007-03-17	32.4433816545578	"SI"
2007-03-18	31.4808201109376	"SI"
2007-03-19	33.7695041203758	"SI"
2007-03-20	36.6286128087259	"SI"
2007-03-21	36.7225588132107	"SI"
2007-03-22	35.8446547767064	"SI"
2007-03-23	36.4357490749417	"SI"
2007-03-24	35.3497146011304	"SI"
2007-03-25	36.2086766803734	"SI"
2007-03-26	34.102002873613	"SI"
2007-03-27	33.7256334311283	"SI"
2007-03-28	35.9844417655058	"SI"
2007-03-29	33.1192273546209	"SI"
2007-03-30	36.4254116984096	"SI"
2007-03-31	33.7869715655448	"SI"
2007-04-01	34.4	"NO"
2007-04-02	34.2	"NO"
2007-04-03	29.7	"NO"
2007-04-04	34.6	"NO"
2007-04-05	34.5	"NO"
2007-04-06	35	"NO"
2007-04-07	31.4	"NO"
2007-04-08	31	"NO"
2007-04-09	32.8	"NO"
2007-04-10	33.8	"NO"
2007-04-11	33.2	"NO"
2007-04-12	34.4	"NO"
2007-04-13	34.2	"NO"
2007-04-14	34.6	"NO"
2007-04-15	34.6	"NO"
2007-04-16	34	"NO"
2007-04-17	32.6	"NO"
2007-04-18	31.6	"NO"
2007-04-19	32.5	"NO"
2007-04-20	29	"NO"
2007-04-21	33.2	"NO"
2007-04-22	31.2	"NO"
2007-04-23	34.8	"NO"
2007-04-24	32.4	"NO"
2007-04-25	31.6	"NO"
2007-04-26	33	"NO"
2007-04-27	32.6	"NO"
2007-04-28	33.8	"NO"
2007-04-29	31.6	"NO"
2007-04-30	33.8	"NO"
2007-05-01	29.2	"NO"
2007-05-02	32.8	"NO"
2007-05-03	32.4	"NO"
2007-05-04	32.4	"NO"
2007-05-05	32.4	"NO"
2007-05-06	33	"NO"
2007-05-07	30.4	"NO"
2007-05-08	31	"NO"
2007-05-09	32	"NO"
2007-05-10	30.2	"NO"
2007-05-11	33.2	"NO"
2007-05-12	31.8	"NO"
2007-05-13	31.8	"NO"
2007-05-14	34	"NO"
2007-05-15	34	"NO"
2007-05-16	32	"NO"
2007-05-17	33.8	"NO"
2007-05-18	33.6	"NO"
2007-05-19	32.5	"NO"
2007-05-20	33.2	"NO"
2007-05-21	30.6	"NO"
2007-05-22	34.4	"NO"
2007-05-23	32.4	"NO"
2007-05-24	32.2	"NO"
2007-05-25	32.6	"NO"
