"Dates"	"Value"	"Modif"
2006-06-20	26.4	"NO"
2006-06-21	0	"NO"
2006-06-22	0	"NO"
2006-06-23	7.7	"NO"
2006-06-24	0	"NO"
2006-06-25	0	"NO"
2006-06-26	0	"NO"
2006-06-27	0	"NO"
2006-06-28	1.4	"NO"
2006-06-29	0	"NO"
2006-06-30	0	"NO"
2006-07-01	0	"NO"
2006-07-02	0	"NO"
2006-07-03	0	"NO"
2006-07-04	9.7	"NO"
2006-07-05	1.7	"NO"
2006-07-06	0	"NO"
2006-07-07	15.4	"NO"
2006-07-08	0	"NO"
2006-07-09	0	"NO"
2006-07-10	13.8	"NO"
2006-07-11	0	"NO"
2006-07-12	4.3	"NO"
2006-07-13	0.9	"NO"
2006-07-14	15.8	"NO"
2006-07-15	0	"NO"
2006-07-16	0	"NO"
2006-07-17	0	"NO"
2006-07-18	15.3	"NO"
2006-07-19	0	"NO"
2006-07-20	0.4	"NO"
2006-07-21	54.3	"NO"
2006-07-22	0	"NO"
2006-07-23	0	"NO"
2006-07-24	0	"NO"
2006-07-25	0	"NO"
2006-07-26	7.9	"NO"
2006-07-27	3	"NO"
2006-07-28	6	"NO"
2006-07-29	0.6	"NO"
2006-07-30	7.1	"NO"
2006-07-31	0	"NO"
2006-08-01	13.8	"NO"
2006-08-02	0	"NO"
2006-08-03	0	"NO"
2006-08-04	8.8	"NO"
2006-08-05	10.2	"NO"
2006-08-06	0	"NO"
2006-08-07	0	"NO"
2006-08-08	9.7	"NO"
2006-08-09	0	"NO"
2006-08-10	0	"NO"
2006-08-11	0	"NO"
2006-08-12	0	"NO"
2006-08-13	0	"NO"
2006-08-14	0	"NO"
2006-08-15	17.1	"NO"
2006-08-16	2.4	"NO"
2006-08-17	5.2	"NO"
2006-08-18	1.5	"NO"
2006-08-19	1.7	"NO"
2006-08-20	97	"NO"
2006-08-21	4	"NO"
2006-08-22	0	"NO"
2006-08-23	33.2	"NO"
2006-08-24	0	"NO"
2006-08-25	6	"NO"
2006-08-26	0.6	"NO"
2006-08-27	0	"NO"
2006-08-28	0	"NO"
2006-08-29	0	"NO"
2006-08-30	0	"NO"
2006-08-31	4	"SI"
2006-09-01	0	"NO"
2006-09-02	0	"NO"
2006-09-03	0	"NO"
2006-09-04	2	"NO"
2006-09-05	1	"NO"
2006-09-06	0	"NO"
2006-09-07	0.7	"NO"
2006-09-08	0	"NO"
2006-09-09	3.8	"NO"
2006-09-10	10.7	"NO"
2006-09-11	0	"NO"
2006-09-12	0	"NO"
2006-09-13	7.3	"NO"
2006-09-14	0.5	"NO"
2006-09-15	21.6	"NO"
2006-09-16	0.4	"NO"
2006-09-17	5.1	"NO"
2006-09-18	46.2	"NO"
2006-09-19	0	"NO"
2006-09-20	3.4	"NO"
2006-09-21	11.5	"NO"
2006-09-22	0	"NO"
2006-09-23	0	"NO"
2006-09-24	0	"NO"
2006-09-25	0	"NO"
2006-09-26	0	"NO"
2006-09-27	0	"NO"
2006-09-28	0.7	"NO"
2006-09-29	0	"NO"
2006-09-30	0	"NO"
2006-10-01	0	"NO"
2006-10-02	11.7	"NO"
2006-10-03	1	"NO"
2006-10-04	0	"NO"
2006-10-05	0	"NO"
2006-10-06	0	"NO"
2006-10-07	0.4	"NO"
2006-10-08	1	"NO"
2006-10-09	0	"NO"
2006-10-10	0	"NO"
2006-10-11	0.5	"NO"
2006-10-12	0	"NO"
2006-10-13	0.8	"NO"
2006-10-14	0	"NO"
2006-10-15	0	"NO"
2006-10-16	0.5	"NO"
2006-10-17	1.3	"NO"
2006-10-18	2.6	"NO"
2006-10-19	0	"NO"
2006-10-20	0	"NO"
2006-10-21	0	"NO"
2006-10-22	0	"NO"
2006-10-23	4.5	"NO"
2006-10-24	0	"NO"
2006-10-25	14	"NO"
2006-10-26	1.5	"NO"
2006-10-27	1	"NO"
2006-10-28	40.5	"NO"
2006-10-29	0	"NO"
2006-10-30	0	"NO"
2006-10-31	3.2	"NO"
2006-11-01	0	"NO"
2006-11-02	0	"NO"
2006-11-03	0	"NO"
2006-11-04	0	"NO"
2006-11-05	0	"NO"
2006-11-06	0	"NO"
2006-11-07	0.4	"NO"
2006-11-08	0	"NO"
2006-11-09	0	"NO"
2006-11-10	0	"NO"
2006-11-11	18.1	"NO"
2006-11-12	2.8	"NO"
2006-11-13	0	"NO"
2006-11-14	2	"NO"
2006-11-15	0.7	"NO"
2006-11-16	0	"NO"
2006-11-17	0	"NO"
2006-11-18	23.8	"NO"
2006-11-19	0	"NO"
2006-11-20	1.7	"NO"
2006-11-21	1.9	"NO"
2006-11-22	0	"NO"
2006-11-23	0	"NO"
2006-11-24	0	"NO"
2006-11-25	26.2	"NO"
2006-11-26	0	"NO"
2006-11-27	16.6	"NO"
2006-11-28	0	"NO"
2006-11-29	0	"NO"
2006-11-30	0	"NO"
2006-12-01	0	"NO"
2006-12-02	0	"NO"
2006-12-03	0	"NO"
2006-12-04	0	"NO"
2006-12-05	0	"NO"
2006-12-06	0	"NO"
2006-12-07	0	"NO"
2006-12-08	0	"NO"
2006-12-09	0	"NO"
2006-12-10	0	"NO"
2006-12-11	0	"NO"
2006-12-12	0	"NO"
2006-12-13	0	"NO"
2006-12-14	13	"NO"
2006-12-15	0	"NO"
2006-12-16	0	"NO"
2006-12-17	0	"NO"
2006-12-18	0	"NO"
2006-12-19	0	"NO"
2006-12-20	3.5	"NO"
2006-12-21	0	"NO"
2006-12-22	0	"NO"
2006-12-23	0	"NO"
2006-12-24	6.1	"NO"
2006-12-25	0	"NO"
2006-12-26	3	"NO"
2006-12-27	0.5	"NO"
2006-12-28	1.5	"NO"
2006-12-29	0	"NO"
2006-12-30	0	"NO"
2006-12-31	0	"SI"
2007-01-01	0	"NO"
2007-01-02	0	"NO"
2007-01-03	0	"NO"
2007-01-04	0	"NO"
2007-01-05	0	"NO"
2007-01-06	0	"NO"
2007-01-07	0	"NO"
2007-01-08	0	"NO"
2007-01-09	0	"NO"
2007-01-10	0	"NO"
2007-01-11	0	"NO"
2007-01-12	0	"NO"
2007-01-13	0	"NO"
2007-01-14	0	"NO"
2007-01-15	0	"NO"
2007-01-16	0	"NO"
2007-01-17	0	"NO"
2007-01-18	0	"NO"
2007-01-19	0	"NO"
2007-01-20	0	"NO"
2007-01-21	0	"NO"
2007-01-22	0	"NO"
2007-01-23	0	"NO"
2007-01-24	0	"NO"
2007-01-25	0	"NO"
2007-01-26	0	"NO"
2007-01-27	0	"NO"
2007-01-28	0	"NO"
2007-01-29	0	"NO"
2007-01-30	0	"NO"
2007-01-31	0	"NO"
2007-02-01	0	"NO"
2007-02-02	0	"NO"
2007-02-03	0	"NO"
2007-02-04	0	"NO"
2007-02-05	0	"NO"
2007-02-06	0	"NO"
2007-02-07	0	"NO"
2007-02-08	0	"NO"
2007-02-09	0	"NO"
2007-02-10	0	"NO"
2007-02-11	0	"NO"
2007-02-12	0	"NO"
2007-02-13	0	"NO"
2007-02-14	0	"NO"
2007-02-15	0	"NO"
2007-02-16	0	"NO"
2007-02-17	0	"NO"
2007-02-18	0	"NO"
2007-02-19	1.5	"NO"
2007-02-20	0	"NO"
2007-02-21	0	"NO"
2007-02-22	0	"NO"
2007-02-23	0	"NO"
2007-02-24	0	"NO"
2007-02-25	0	"NO"
2007-02-26	0	"NO"
2007-02-27	0	"NO"
2007-02-28	0	"NO"
2007-03-01	0	"NO"
2007-03-02	0	"NO"
2007-03-03	0	"NO"
2007-03-04	0	"NO"
2007-03-05	0	"NO"
2007-03-06	0	"NO"
2007-03-07	12.8	"NO"
2007-03-08	0	"NO"
2007-03-09	21.2	"NO"
2007-03-10	0	"NO"
2007-03-11	0	"NO"
2007-03-12	0	"NO"
2007-03-13	0	"NO"
2007-03-14	0	"NO"
2007-03-15	0	"NO"
2007-03-16	0	"NO"
2007-03-17	0	"NO"
2007-03-18	0.5	"NO"
2007-03-19	0	"NO"
2007-03-20	0	"NO"
2007-03-21	0	"NO"
2007-03-22	0	"NO"
2007-03-23	0	"NO"
2007-03-24	0	"NO"
2007-03-25	0	"NO"
2007-03-26	0	"NO"
2007-03-27	0	"NO"
2007-03-28	0	"NO"
2007-03-29	0	"NO"
2007-03-30	4.4	"NO"
2007-03-31	0	"NO"
2007-04-01	0	"NO"
2007-04-02	4.1	"NO"
2007-04-03	0	"NO"
2007-04-04	1	"NO"
2007-04-05	1.3	"NO"
2007-04-06	0	"NO"
2007-04-07	45.1	"NO"
2007-04-08	4.3	"NO"
2007-04-09	1.8	"NO"
2007-04-10	0.6	"NO"
2007-04-11	0	"NO"
2007-04-12	0.2	"NO"
2007-04-13	0	"NO"
2007-04-14	10.3	"NO"
2007-04-15	0	"NO"
2007-04-16	0	"NO"
2007-04-17	0	"NO"
2007-04-18	0	"NO"
2007-04-19	0	"NO"
2007-04-20	1.5	"NO"
2007-04-21	0	"NO"
2007-04-22	0	"NO"
2007-04-23	0.1	"NO"
2007-04-24	12.5	"NO"
2007-04-25	4.4	"NO"
2007-04-26	3.7	"NO"
2007-04-27	0	"NO"
2007-04-28	0	"NO"
2007-04-29	11.6	"NO"
2007-04-30	0	"NO"
2007-05-01	15.4	"NO"
2007-05-02	0	"NO"
2007-05-03	0.6	"NO"
2007-05-04	0	"NO"
2007-05-05	0	"NO"
2007-05-06	0	"NO"
2007-05-07	2.3	"NO"
2007-05-08	0	"NO"
2007-05-09	16.5	"NO"
2007-05-10	0.2	"NO"
2007-05-11	0	"NO"
2007-05-12	0.4	"NO"
2007-05-13	2.2	"NO"
2007-05-14	0	"NO"
2007-05-15	1	"NO"
2007-05-16	0	"NO"
2007-05-17	0	"NO"
2007-05-18	13.3	"NO"
2007-05-19	0	"NO"
2007-05-20	7.6	"NO"
2007-05-21	0	"NO"
2007-05-22	35	"NO"
2007-05-23	0	"NO"
2007-05-24	55	"NO"
2007-05-25	4.4	"NO"
2007-05-26	0.5	"NO"
2007-05-27	0.2	"NO"
2007-05-28	5.2	"NO"
2007-05-29	4.5	"NO"
2007-05-30	0	"NO"
2007-05-31	0	"NO"
2007-06-01	21.7	"NO"
2007-06-02	5	"NO"
2007-06-03	0.4	"NO"
2007-06-04	5.6	"NO"
2007-06-05	0	"NO"
2007-06-06	2.1	"NO"
2007-06-07	0	"NO"
2007-06-08	105	"NO"
2007-06-09	1.2	"NO"
2007-06-10	0.4	"NO"
2007-06-11	0	"NO"
2007-06-12	0	"NO"
2007-06-13	12.5	"NO"
2007-06-14	12.6	"NO"
2007-06-15	0	"NO"
2007-06-16	0	"NO"
2007-06-17	0.4	"NO"
2007-06-18	0	"NO"
2007-06-19	12.6	"NO"
2007-06-20	0.2	"NO"
2007-06-21	0	"NO"
2007-06-22	11	"NO"
2007-06-23	4.8	"NO"
2007-06-24	0.2	"NO"
2007-06-25	1	"NO"
2007-06-26	25.2	"NO"
2007-06-27	0	"NO"
2007-06-28	1	"NO"
2007-06-29	14.6	"NO"
2007-06-30	0	"NO"
2007-07-01	0	"SI"
2007-07-02	30.4	"SI"
2007-07-03	3.8	"SI"
2007-07-04	4.9	"SI"
2007-07-05	0	"SI"
2007-07-06	7.9	"SI"
2007-07-07	6.3	"SI"
2007-07-08	1.7	"SI"
2007-07-09	10.8	"SI"
2007-07-10	0	"SI"
2007-07-11	0	"SI"
2007-07-12	1	"SI"
2007-07-13	0	"SI"
2007-07-14	0	"SI"
2007-07-15	0	"SI"
2007-07-16	0.3	"SI"
2007-07-17	0.2	"SI"
2007-07-18	0	"SI"
2007-07-19	6.3	"SI"
2007-07-20	2.4	"SI"
2007-07-21	17.4	"SI"
2007-07-22	0	"SI"
2007-07-23	0	"SI"
2007-07-24	0	"SI"
2007-07-25	2	"SI"
2007-07-26	0.2	"SI"
2007-07-27	0	"SI"
2007-07-28	1.5	"SI"
2007-07-29	0	"SI"
2007-07-30	4.3	"SI"
2007-07-31	6.3	"SI"
2007-08-01	0	"NO"
2007-08-02	3	"NO"
2007-08-03	25.2	"NO"
2007-08-04	13	"NO"
2007-08-05	0.5	"NO"
2007-08-06	0	"NO"
2007-08-07	0	"NO"
2007-08-08	7	"NO"
2007-08-09	10.5	"NO"
2007-08-10	9.2	"NO"
2007-08-11	1.6	"NO"
2007-08-12	0	"NO"
2007-08-13	1.5	"NO"
2007-08-14	0	"NO"
2007-08-15	0	"NO"
2007-08-16	0	"NO"
